,location_code,fiscal_year,budget_category,amountNum
17945,Q670,2020,Leadership,479264
17946,Q670,2020,Paraprofessionals,50771
17947,Q670,2021,Leadership,461935
17948,Q670,2021,Paraprofessionals,44207
17949,Q670,2022,Leadership,389668
17950,Q670,2022,Paraprofessionals,86697
17951,Q670,2023,Leadership,467841
17952,Q670,2023,Paraprofessionals,145430
17953,Q680,2018,Leadership,549288
17954,Q680,2018,Paraprofessionals,160760
17955,Q680,2019,Leadership,582939
17956,Q680,2019,Paraprofessionals,79302
17957,Q680,2020,Leadership,586613
17958,Q680,2020,Paraprofessionals,91609
17959,Q680,2021,Leadership,621224
17960,Q680,2021,Paraprofessionals,99242
17961,Q680,2022,Leadership,347700
17962,Q680,2022,Paraprofessionals,166443
17963,Q680,2022,Teacher,100210
17964,Q680,2023,Leadership,444689
17965,Q680,2023,Paraprofessionals,138110
17966,Q680,2023,Teacher,93643
17967,Q686,2018,Leadership,571673
17968,Q686,2018,Paraprofessionals,298669
17969,Q686,2019,Leadership,699605
17970,Q686,2019,Paraprofessionals,365103
17971,Q686,2020,Leadership,716881
17972,Q686,2020,Paraprofessionals,469411
17973,Q686,2021,Leadership,743520
17974,Q686,2021,Paraprofessionals,532519
17975,Q686,2022,Leadership,814661
17976,Q686,2022,Paraprofessionals,548316
17977,Q686,2023,Leadership,826797
17978,Q686,2023,Paraprofessionals,258356
17979,Q687,2018,Leadership,339369
17980,Q687,2019,Leadership,410148
17981,Q687,2020,Leadership,431795
17982,Q687,2021,Leadership,457043
17983,Q687,2022,Leadership,495338
17984,Q687,2023,Leadership,491189
17985,Q690,2018,Leadership,558905
17986,Q690,2018,Paraprofessionals,39549
17987,Q690,2019,Leadership,610043
17988,Q690,2019,Paraprofessionals,66560
17989,Q690,2020,Leadership,458776
17990,Q690,2020,Paraprofessionals,51946
17991,Q690,2021,Leadership,483640
17992,Q690,2021,Paraprofessionals,44679
17993,Q690,2022,Leadership,500802
17994,Q690,2022,Paraprofessionals,53059
17995,Q690,2023,Leadership,394748
17996,Q690,2023,Paraprofessionals,115277
17997,Q721,2018,Leadership,600329
17998,Q721,2018,Paraprofessionals,5285400
17999,Q721,2018,Teacher,1581747
18000,Q721,2019,Leadership,577206
18001,Q721,2019,Paraprofessionals,5519179
18002,Q721,2019,Teacher,1363526
18003,Q721,2020,Leadership,516927
18004,Q721,2020,Paraprofessionals,5691592
18005,Q721,2020,Teacher,1474833
18006,Q721,2021,Leadership,715164
18007,Q721,2021,Paraprofessionals,5750120
18008,Q721,2021,Teacher,1372718
18009,Q721,2022,Leadership,615095
18010,Q721,2022,Paraprofessionals,5038504
18011,Q721,2022,Teacher,1107072
18012,Q721,2023,Leadership,680626
18013,Q721,2023,Paraprofessionals,5596925
18014,Q721,2023,Teacher,1118924
18015,Q744,2018,Leadership,265814
18016,Q744,2019,Leadership,301567
18017,Q744,2020,Leadership,307714
18018,Q744,2021,Leadership,321241
18019,Q744,2022,Leadership,329145
18020,Q744,2023,Leadership,331366
18021,Q752,2018,Leadership,532157
18022,Q752,2018,Paraprofessionals,3106323
18023,Q752,2018,Teacher,478052
18024,Q752,2019,Leadership,587956
18025,Q752,2019,Paraprofessionals,3550957
18026,Q752,2019,Teacher,641916
18027,Q752,2020,Leadership,602960
18028,Q752,2020,Paraprofessionals,3861989
18029,Q752,2020,Teacher,719400
18030,Q752,2021,Leadership,646430
18031,Q752,2021,Paraprofessionals,4140496
18032,Q752,2021,Teacher,646128
18033,Q752,2022,Leadership,562102
18034,Q752,2022,Paraprofessionals,3991160
18035,Q752,2022,Teacher,428827
18036,Q752,2023,Leadership,672082
18037,Q752,2023,Paraprofessionals,3701319
18038,Q752,2023,Teacher,480951
18039,Q792,2018,Leadership,301295
18040,Q792,2019,Leadership,324703
18041,Q792,2020,Leadership,331240
18042,Q792,2021,Leadership,347895
18043,Q792,2022,Leadership,230957
18044,Q792,2023,Leadership,178110
18045,Q811,2018,Leadership,638943
18046,Q811,2018,Paraprofessionals,5200643
18047,Q811,2018,Teacher,1445527
18048,Q811,2019,Leadership,469984
18049,Q811,2019,Paraprofessionals,5878951
18050,Q811,2019,Teacher,1558651
18051,Q811,2020,Leadership,604271
18052,Q811,2020,Paraprofessionals,6444021
18053,Q811,2020,Teacher,1650214
18054,Q811,2021,Leadership,759980
18055,Q811,2021,Paraprofessionals,5889574
18056,Q811,2021,Teacher,1020956
18057,Q811,2022,Leadership,646516
18058,Q811,2022,Paraprofessionals,5573067
18059,Q811,2022,Teacher,2094114
18060,Q811,2023,Leadership,737441
18061,Q811,2023,Paraprofessionals,5796105
18062,Q811,2023,Teacher,1884900
18063,Q896,2018,Leadership,396339
18064,Q896,2018,Paraprofessionals,77384
18065,Q896,2018,Teacher,31436
18066,Q896,2019,Leadership,423620
18067,Q896,2019,Paraprofessionals,18129
18068,Q896,2019,Teacher,34018
18069,Q896,2020,Leadership,430346
18070,Q896,2020,Teacher,50645
18071,Q896,2021,Leadership,451376
18072,Q896,2021,Paraprofessionals,26418
18073,Q896,2021,Teacher,53338
18074,Q896,2022,Leadership,462935
18075,Q896,2022,Paraprofessionals,3382
18076,Q896,2023,Leadership,476463
18077,Q896,2023,Paraprofessionals,61713
18078,Q993,2018,Leadership,612007
18079,Q993,2018,Paraprofessionals,8209963
18080,Q993,2018,Teacher,2829628
18081,Q993,2019,Leadership,632752
18082,Q993,2019,Paraprofessionals,8822604
18083,Q993,2019,Teacher,3025602
18084,Q993,2020,Leadership,641829
18085,Q993,2020,Paraprofessionals,10062214
18086,Q993,2020,Teacher,3235816
18087,Q993,2021,Leadership,402313
18088,Q993,2021,Paraprofessionals,10647582
18089,Q993,2021,Teacher,3158596
18090,Q993,2022,Leadership,571036
18091,Q993,2022,Paraprofessionals,9686657
18092,Q993,2022,Teacher,2501000
18093,Q993,2023,Leadership,786415
18094,Q993,2023,Paraprofessionals,9527347
18095,Q993,2023,Teacher,2939615
18096,R001,2018,Leadership,256316
18097,R001,2018,Paraprofessionals,786370
18098,R001,2018,Teacher,3547177
18099,R001,2019,Leadership,243847
18100,R001,2019,Paraprofessionals,548761
18101,R001,2019,Teacher,3208115
18102,R001,2020,Leadership,277733
18103,R001,2020,Paraprofessionals,585469
18104,R001,2020,Teacher,3369604
18105,R001,2021,Leadership,311163
18106,R001,2021,Paraprofessionals,513300
18107,R001,2021,Teacher,3353677
18108,R001,2022,Leadership,177444
18109,R001,2022,Paraprofessionals,515592
18110,R001,2022,Teacher,3238643
18111,R001,2023,Leadership,308555
18112,R001,2023,Paraprofessionals,518107
18113,R001,2023,Teacher,3639344
18114,R002,2018,Leadership,515027
18115,R002,2018,Paraprofessionals,576929
18116,R002,2018,Teacher,6058028
18117,R002,2019,Leadership,557414
18118,R002,2019,Paraprofessionals,753936
18119,R002,2019,Teacher,6356534
18120,R002,2020,Leadership,558271
18121,R002,2020,Paraprofessionals,833812
18122,R002,2020,Teacher,7092306
18123,R002,2021,Leadership,595268
18124,R002,2021,Paraprofessionals,900689
18125,R002,2021,Teacher,6739297
18126,R002,2022,Leadership,586606
18127,R002,2022,Paraprofessionals,904282
18128,R002,2022,Teacher,6935604
18129,R002,2023,Leadership,640616
18130,R002,2023,Paraprofessionals,1015013
18131,R002,2023,Teacher,6545293
18132,R003,2018,Leadership,385618
18133,R003,2018,Paraprofessionals,1558287
18134,R003,2018,Teacher,4736657
18135,R003,2019,Leadership,407900
18136,R003,2019,Paraprofessionals,1655632
18137,R003,2019,Teacher,4521019
18138,R003,2020,Leadership,415355
18139,R003,2020,Paraprofessionals,1659488
18140,R003,2020,Teacher,4537076
18141,R003,2021,Leadership,442206
18142,R003,2021,Paraprofessionals,1394853
18143,R003,2021,Teacher,4651634
18144,R003,2022,Leadership,464550
18145,R003,2022,Paraprofessionals,1294089
18146,R003,2022,Teacher,4685413
18147,R003,2023,Leadership,469743
18148,R003,2023,Paraprofessionals,1394630
18149,R003,2023,Teacher,4770774
18150,R004,2018,Leadership,393762
18151,R004,2018,Paraprofessionals,1259843
18152,R004,2018,Teacher,7485208
18153,R004,2019,Leadership,420552
18154,R004,2019,Paraprofessionals,959611
18155,R004,2019,Teacher,7186368
18156,R004,2020,Leadership,398098
18157,R004,2020,Paraprofessionals,1283793
18158,R004,2020,Teacher,8009588
18159,R004,2021,Leadership,440987
18160,R004,2021,Paraprofessionals,1268989
18161,R004,2021,Teacher,8164958
18162,R004,2022,Leadership,461618
18163,R004,2022,Paraprofessionals,1442927
18164,R004,2022,Teacher,9397461
18165,R004,2023,Leadership,602795
18166,R004,2023,Paraprofessionals,1844587
18167,R004,2023,Teacher,9442459
18168,R005,2018,Leadership,300911
18169,R005,2018,Paraprofessionals,537260
18170,R005,2018,Teacher,1950318
18171,R005,2019,Leadership,303945
18172,R005,2019,Paraprofessionals,732310
18173,R005,2019,Teacher,1853652
18174,R005,2020,Leadership,282227
18175,R005,2020,Paraprofessionals,906273
18176,R005,2020,Teacher,2203002
18177,R005,2021,Leadership,294820
18178,R005,2021,Paraprofessionals,917108
18179,R005,2021,Teacher,2012368
18180,R005,2022,Leadership,265852
18181,R005,2022,Paraprofessionals,918173
18182,R005,2022,Teacher,2252511
18183,R005,2023,Leadership,264275
18184,R005,2023,Paraprofessionals,1043162
18185,R005,2023,Teacher,2186731
18186,R006,2018,Leadership,268076
18187,R006,2018,Paraprofessionals,1549479
18188,R006,2018,Teacher,4505768
18189,R006,2019,Leadership,283474
18190,R006,2019,Paraprofessionals,1840083
18191,R006,2019,Teacher,4698066
18192,R006,2020,Leadership,288100
18193,R006,2020,Paraprofessionals,1950133
18194,R006,2020,Teacher,5159687
18195,R006,2021,Leadership,309577
18196,R006,2021,Paraprofessionals,1433489
18197,R006,2021,Teacher,5118646
18198,R006,2022,Leadership,322250
18199,R006,2022,Paraprofessionals,1455928
18200,R006,2022,Teacher,5057566
18201,R006,2023,Leadership,323768
18202,R006,2023,Paraprofessionals,1667028
18203,R006,2023,Teacher,5016097
18204,R007,2018,Leadership,635141
18205,R007,2018,Paraprofessionals,1079286
18206,R007,2018,Teacher,6046137
18207,R007,2019,Leadership,674501
18208,R007,2019,Paraprofessionals,1362569
18209,R007,2019,Teacher,6183928
18210,R007,2020,Leadership,692428
18211,R007,2020,Paraprofessionals,1537629
18212,R007,2020,Teacher,6790204
18213,R007,2021,Leadership,745926
18214,R007,2021,Paraprofessionals,1742049
18215,R007,2021,Teacher,6871709
18216,R007,2022,Leadership,767949
18217,R007,2022,Paraprofessionals,1397199
18218,R007,2022,Teacher,7376764
18219,R007,2023,Leadership,773126
18220,R007,2023,Paraprofessionals,1411153
18221,R007,2023,Teacher,7640808
18222,R008,2018,Leadership,390950
18223,R008,2018,Paraprofessionals,923871
18224,R008,2018,Teacher,3036105
18225,R008,2019,Leadership,413536
18226,R008,2019,Paraprofessionals,1042001
18227,R008,2019,Teacher,3038585
18228,R008,2020,Leadership,420981
18229,R008,2020,Paraprofessionals,1123468
18230,R008,2020,Teacher,2787557
18231,R008,2021,Leadership,439876
18232,R008,2021,Paraprofessionals,1223777
18233,R008,2021,Teacher,3078295
18234,R008,2022,Leadership,475862
18235,R008,2022,Paraprofessionals,1053712
18236,R008,2022,Teacher,2902085
18237,R008,2023,Leadership,474361
18238,R008,2023,Paraprofessionals,1001420
18239,R008,2023,Teacher,3021701
18240,R009,2018,Leadership,262179
18241,R009,2018,Paraprofessionals,532317
18242,R009,2018,Teacher,1908325
18243,R009,2019,Leadership,306254
18244,R009,2019,Paraprofessionals,541336
18245,R009,2019,Teacher,2272252
18246,R009,2020,Leadership,290498
18247,R009,2020,Paraprofessionals,518584
18248,R009,2020,Teacher,2547429
18249,R009,2021,Leadership,307658
18250,R009,2021,Paraprofessionals,558322
18251,R009,2021,Teacher,2718277
18252,R009,2022,Leadership,320278
18253,R009,2022,Paraprofessionals,492374
18254,R009,2022,Teacher,2779838
18255,R009,2023,Leadership,272891
18256,R009,2023,Paraprofessionals,617681
18257,R009,2023,Teacher,2994064
18258,R010,2018,Leadership,268982
18259,R010,2018,Paraprofessionals,266428
18260,R010,2018,Teacher,1258827
18261,R010,2019,Leadership,272880
18262,R010,2019,Paraprofessionals,392761
18263,R010,2019,Teacher,1221036
18264,R010,2020,Leadership,284128
18265,R010,2020,Paraprofessionals,429497
18266,R010,2020,Teacher,1537895
18267,R010,2021,Leadership,292685
18268,R010,2021,Paraprofessionals,518492
18269,R010,2021,Teacher,1420497
18270,R010,2022,Leadership,309262
18271,R010,2022,Paraprofessionals,380761
18272,R010,2022,Teacher,1787968
18273,R010,2023,Leadership,312903
18274,R010,2023,Paraprofessionals,516637
18275,R010,2023,Teacher,1445540
18276,R011,2018,Leadership,278081
18277,R011,2018,Paraprofessionals,526266
18278,R011,2018,Teacher,2200257
18279,R011,2019,Leadership,300444
18280,R011,2019,Paraprofessionals,477048
18281,R011,2019,Teacher,2396577
18282,R011,2020,Leadership,308357
18283,R011,2020,Paraprofessionals,576179
18284,R011,2020,Teacher,2498869
18285,R011,2021,Leadership,321915
18286,R011,2021,Paraprofessionals,595950
18287,R011,2021,Teacher,2714712
18288,R011,2022,Leadership,339683
18289,R011,2022,Paraprofessionals,515938
18290,R011,2022,Teacher,2982571
18291,R011,2023,Leadership,346336
18292,R011,2023,Paraprofessionals,733609
18293,R011,2023,Teacher,2948004
18294,R013,2018,Leadership,507281
18295,R013,2018,Paraprofessionals,1192236
18296,R013,2018,Teacher,5391098
18297,R013,2019,Leadership,541343
18298,R013,2019,Paraprofessionals,1231698
18299,R013,2019,Teacher,5284429
18300,R013,2020,Leadership,530921
18301,R013,2020,Paraprofessionals,1378844
18302,R013,2020,Teacher,6111873
18303,R013,2021,Leadership,565331
18304,R013,2021,Paraprofessionals,1261702
18305,R013,2021,Teacher,6409293
18306,R013,2022,Leadership,590727
18307,R013,2022,Paraprofessionals,1228194
18308,R013,2022,Teacher,6403120
18309,R013,2023,Leadership,502297
18310,R013,2023,Paraprofessionals,1595612
18311,R013,2023,Teacher,6103977
18312,R016,2018,Leadership,378813
18313,R016,2018,Paraprofessionals,767784
18314,R016,2018,Teacher,4024747
18315,R016,2019,Leadership,420169
18316,R016,2019,Paraprofessionals,830776
18317,R016,2019,Teacher,3653347
18318,R016,2020,Leadership,406745
18319,R016,2020,Paraprofessionals,857460
18320,R016,2020,Teacher,4362166
18321,R016,2021,Leadership,422622
18322,R016,2021,Paraprofessionals,826887
18323,R016,2021,Teacher,4286267
18324,R016,2022,Leadership,476986
18325,R016,2022,Paraprofessionals,922615
18326,R016,2022,Teacher,4574980
18327,R016,2023,Leadership,473054
18328,R016,2023,Paraprofessionals,877893
18329,R016,2023,Teacher,4211341
18330,R018,2018,Leadership,296955
18331,R018,2018,Paraprofessionals,734151
18332,R018,2018,Teacher,4340887
18333,R018,2019,Leadership,279315
18334,R018,2019,Paraprofessionals,691261
18335,R018,2019,Teacher,4009743
18336,R018,2020,Leadership,282517
18337,R018,2020,Paraprofessionals,829502
18338,R018,2020,Teacher,4312198
18339,R018,2021,Leadership,303632
18340,R018,2021,Paraprofessionals,931852
18341,R018,2021,Teacher,4061592
18342,R018,2022,Leadership,320736
18343,R018,2022,Paraprofessionals,780021
18344,R018,2022,Teacher,4497075
18345,R018,2023,Leadership,322543
18346,R018,2023,Paraprofessionals,1003550
18347,R018,2023,Teacher,4005969
18348,R019,2018,Leadership,364862
18349,R019,2018,Paraprofessionals,749542
18350,R019,2018,Teacher,4016031
18351,R019,2019,Leadership,386296
18352,R019,2019,Paraprofessionals,806258
18353,R019,2019,Teacher,3691251
18354,R019,2020,Leadership,389912
18355,R019,2020,Paraprofessionals,1064211
18356,R019,2020,Teacher,4120636
18357,R019,2021,Leadership,411645
18358,R019,2021,Paraprofessionals,1045812
18359,R019,2021,Teacher,3798514
18360,R019,2022,Leadership,436330
18361,R019,2022,Paraprofessionals,1160982
18362,R019,2022,Teacher,4159708
18363,R019,2023,Leadership,444250
18364,R019,2023,Paraprofessionals,1076910
18365,R019,2023,Teacher,4265057
18366,R020,2018,Leadership,182997
18367,R020,2018,Paraprofessionals,537756
18368,R020,2018,Teacher,3336164
18369,R020,2019,Leadership,306296
18370,R020,2019,Paraprofessionals,624756
18371,R020,2019,Teacher,3485926
18372,R020,2020,Leadership,309056
18373,R020,2020,Paraprofessionals,618500
18374,R020,2020,Teacher,3648552
18375,R020,2021,Leadership,282842
18376,R020,2021,Paraprofessionals,526591
18377,R020,2021,Teacher,3649928
18378,R020,2022,Leadership,298746
18379,R020,2022,Paraprofessionals,287021
18380,R020,2022,Teacher,3228757
18381,R020,2023,Leadership,305991
18382,R020,2023,Paraprofessionals,202410
18383,R020,2023,Teacher,3607443
18384,R021,2018,Leadership,251756
18385,R021,2018,Paraprofessionals,530459
18386,R021,2018,Teacher,2666148
18387,R021,2019,Leadership,266677
18388,R021,2019,Paraprofessionals,606168
18389,R021,2019,Teacher,2933361
18390,R021,2020,Leadership,389984
18391,R021,2020,Paraprofessionals,804981
18392,R021,2020,Teacher,3490573
18393,R021,2021,Leadership,412122
18394,R021,2021,Paraprofessionals,751213
18395,R021,2021,Teacher,3667420
18396,R021,2022,Leadership,431990
18397,R021,2022,Paraprofessionals,783738
18398,R021,2022,Teacher,3886129
18399,R021,2023,Leadership,433632
18400,R021,2023,Paraprofessionals,771385
18401,R021,2023,Teacher,3599602
18402,R022,2018,Leadership,506405
18403,R022,2018,Paraprofessionals,1150409
18404,R022,2018,Teacher,5846498
18405,R022,2019,Leadership,531422
18406,R022,2019,Paraprofessionals,1321627
18407,R022,2019,Teacher,6712988
18408,R022,2020,Leadership,539319
18409,R022,2020,Paraprofessionals,1421642
18410,R022,2020,Teacher,7235550
18411,R022,2021,Leadership,472557
18412,R022,2021,Paraprofessionals,1482987
18413,R022,2021,Teacher,7509480
18414,R022,2022,Leadership,583159
18415,R022,2022,Paraprofessionals,1260165
18416,R022,2022,Teacher,7945552
18417,R022,2023,Leadership,554709
18418,R022,2023,Paraprofessionals,1302392
18419,R022,2023,Teacher,7666607
18420,R023,2018,Leadership,260291
18421,R023,2018,Paraprofessionals,928043
18422,R023,2018,Teacher,3824921
18423,R023,2019,Leadership,278905
18424,R023,2019,Paraprofessionals,985397
18425,R023,2019,Teacher,4031193
18426,R023,2020,Leadership,287438
18427,R023,2020,Paraprofessionals,1098848
18428,R023,2020,Teacher,4313317
18429,R023,2021,Leadership,308035
18430,R023,2021,Paraprofessionals,1161966
18431,R023,2021,Teacher,4156814
18432,R023,2022,Leadership,327653
18433,R023,2022,Paraprofessionals,881056
18434,R023,2022,Teacher,4489591
18435,R023,2023,Leadership,329139
18436,R023,2023,Paraprofessionals,1170963
18437,R023,2023,Teacher,4673800
18438,R024,2018,Leadership,621474
18439,R024,2018,Paraprofessionals,1800526
18440,R024,2018,Teacher,9016504
18441,R024,2019,Leadership,667478
18442,R024,2019,Paraprofessionals,2317597
18443,R024,2019,Teacher,9596164
18444,R024,2020,Leadership,604489
18445,R024,2020,Paraprofessionals,2413382
18446,R024,2020,Teacher,9608851
18447,R024,2021,Leadership,716959
18448,R024,2021,Paraprofessionals,2473919
18449,R024,2021,Teacher,10507896
18450,R024,2022,Leadership,774329
18451,R024,2022,Paraprofessionals,2078487
18452,R024,2022,Teacher,9861115
18453,R024,2023,Leadership,799709
18454,R024,2023,Paraprofessionals,2146703
18455,R024,2023,Teacher,9919730
18456,R025,2018,Leadership,727589
18457,R025,2018,Paraprofessionals,5402434
18458,R025,2018,Teacher,7520599
18459,R025,2019,Leadership,690854
18460,R025,2019,Paraprofessionals,6076799
18461,R025,2019,Teacher,7627783
18462,R025,2020,Leadership,630055
18463,R025,2020,Paraprofessionals,6944408
18464,R025,2020,Teacher,7743370
18465,R025,2021,Leadership,786687
18466,R025,2021,Paraprofessionals,7460962
18467,R025,2021,Teacher,8851834
18468,R025,2022,Leadership,673702
18469,R025,2022,Paraprofessionals,7178395
18470,R025,2022,Teacher,8808510
18471,R025,2023,Leadership,736874
18472,R025,2023,Paraprofessionals,7497731
18473,R025,2023,Teacher,9629200
18474,R026,2018,Leadership,261750
18475,R026,2018,Paraprofessionals,252896
18476,R026,2018,Teacher,1736301
18477,R026,2019,Leadership,276837
18478,R026,2019,Paraprofessionals,236406
18479,R026,2019,Teacher,2115706
18480,R026,2020,Leadership,286004
18481,R026,2020,Paraprofessionals,263621
18482,R026,2020,Teacher,2105125
18483,R026,2021,Leadership,298773
18484,R026,2021,Paraprofessionals,316976
18485,R026,2021,Teacher,2130243
18486,R026,2022,Leadership,221935
18487,R026,2022,Paraprofessionals,389677
18488,R026,2022,Teacher,2393327
18489,R026,2023,Leadership,192621
18490,R026,2023,Paraprofessionals,325564
18491,R026,2023,Teacher,2247373
18492,R027,2018,Leadership,528395
18493,R027,2018,Paraprofessionals,633035
18494,R027,2018,Teacher,6057678
18495,R027,2019,Leadership,693372
18496,R027,2019,Paraprofessionals,891762
18497,R027,2019,Teacher,6112874
18498,R027,2020,Leadership,647154
18499,R027,2020,Paraprofessionals,1020410
18500,R027,2020,Teacher,7188196
18501,R027,2021,Leadership,729914
18502,R027,2021,Paraprofessionals,1015138
18503,R027,2021,Teacher,7312320
18504,R027,2022,Leadership,575101
18505,R027,2022,Paraprofessionals,764965
18506,R027,2022,Teacher,7530805
18507,R027,2023,Leadership,815322
18508,R027,2023,Paraprofessionals,835911
18509,R027,2023,Teacher,7881029
18510,R028,2018,Leadership,254487
18511,R028,2018,Paraprofessionals,140770
18512,R028,2018,Teacher,1846948
18513,R028,2019,Leadership,269973
18514,R028,2019,Paraprofessionals,192390
18515,R028,2019,Teacher,353858
18516,R028,2020,Leadership,233650
18517,R028,2020,Paraprofessionals,213309
18518,R028,2020,Teacher,1477142
18519,R028,2021,Leadership,286801
18520,R028,2021,Paraprofessionals,213600
18521,R028,2021,Teacher,1433288
18522,R028,2022,Leadership,322776
18523,R028,2022,Paraprofessionals,188339
18524,R028,2022,Teacher,2050841
18525,R028,2023,Leadership,184841
18526,R028,2023,Paraprofessionals,199649
18527,R028,2023,Teacher,2053078
18528,R029,2018,Leadership,400199
18529,R029,2018,Paraprofessionals,1258571
18530,R029,2018,Teacher,3365749
18531,R029,2019,Leadership,430711
18532,R029,2019,Paraprofessionals,1302409
18533,R029,2019,Teacher,3385236
18534,R029,2020,Leadership,416244
18535,R029,2020,Paraprofessionals,1309479
18536,R029,2020,Teacher,3683552
18537,R029,2021,Leadership,453361
18538,R029,2021,Paraprofessionals,1288332
18539,R029,2021,Teacher,4033931
18540,R029,2022,Leadership,473836
18541,R029,2022,Paraprofessionals,1010565
18542,R029,2022,Teacher,4152611
18543,R029,2023,Leadership,484439
18544,R029,2023,Paraprofessionals,1139431
18545,R029,2023,Teacher,4432835
18546,R030,2018,Leadership,385639
18547,R030,2018,Paraprofessionals,991497
18548,R030,2018,Teacher,5108787
18549,R030,2019,Leadership,407674
18550,R030,2019,Paraprofessionals,1131520
18551,R030,2019,Teacher,5153541
18552,R030,2020,Leadership,412214
18553,R030,2020,Paraprofessionals,1224608
18554,R030,2020,Teacher,5452515
18555,R030,2021,Leadership,420487
18556,R030,2021,Paraprofessionals,1033919
18557,R030,2021,Teacher,5484480
18558,R030,2022,Leadership,452843
18559,R030,2022,Paraprofessionals,890704
18560,R030,2022,Teacher,5239154
18561,R030,2023,Leadership,464726
18562,R030,2023,Paraprofessionals,880758
18563,R030,2023,Teacher,5696178
18564,R031,2018,Leadership,244828
18565,R031,2018,Paraprofessionals,845163
18566,R031,2018,Teacher,3173622
18567,R031,2019,Leadership,265891
18568,R031,2019,Paraprofessionals,868803
18569,R031,2019,Teacher,3356712
18570,R031,2020,Leadership,268811
18571,R031,2020,Paraprofessionals,1047154
18572,R031,2020,Teacher,3990273
18573,R031,2021,Leadership,299772
18574,R031,2021,Paraprofessionals,1089032
18575,R031,2021,Teacher,4148982
18576,R031,2022,Leadership,316987
18577,R031,2022,Paraprofessionals,913069
18578,R031,2022,Teacher,4269364
18579,R031,2023,Leadership,333051
18580,R031,2023,Paraprofessionals,924427
18581,R031,2023,Teacher,4089415
18582,R032,2018,Leadership,527219
18583,R032,2018,Paraprofessionals,1195579
18584,R032,2018,Teacher,4168423
18585,R032,2019,Leadership,438483
18586,R032,2019,Paraprofessionals,968312
18587,R032,2019,Teacher,3892861
18588,R032,2020,Leadership,449219
18589,R032,2020,Paraprofessionals,1113340
18590,R032,2020,Teacher,4350297
18591,R032,2021,Leadership,454023
18592,R032,2021,Paraprofessionals,1144332
18593,R032,2021,Teacher,4371732
18594,R032,2022,Leadership,493941
18595,R032,2022,Paraprofessionals,1296525
18596,R032,2022,Teacher,4158703
18597,R032,2023,Leadership,503837
18598,R032,2023,Paraprofessionals,1221773
18599,R032,2023,Teacher,4422256
18600,R034,2018,Leadership,660435
18601,R034,2018,Paraprofessionals,1148345
18602,R034,2018,Teacher,6445188
18603,R034,2019,Leadership,693797
18604,R034,2019,Paraprofessionals,1257526
18605,R034,2019,Teacher,6600263
18606,R034,2020,Leadership,685955
18607,R034,2020,Paraprofessionals,1394317
18608,R034,2020,Teacher,6694389
18609,R034,2021,Leadership,722630
18610,R034,2021,Paraprofessionals,1502255
18611,R034,2021,Teacher,7050415
18612,R034,2022,Leadership,754975
18613,R034,2022,Paraprofessionals,1424840
18614,R034,2022,Teacher,6962354
18615,R034,2023,Leadership,781216
18616,R034,2023,Paraprofessionals,1542217
18617,R034,2023,Teacher,7098757
18618,R035,2018,Leadership,169805
18619,R035,2018,Paraprofessionals,831350
18620,R035,2018,Teacher,2172991
18621,R035,2019,Leadership,157164
18622,R035,2019,Paraprofessionals,579939
18623,R035,2019,Teacher,2251644
18624,R035,2020,Leadership,159335
18625,R035,2020,Paraprofessionals,669815
18626,R035,2020,Teacher,2496751
18627,R035,2021,Leadership,177307
18628,R035,2021,Paraprofessionals,769679
18629,R035,2021,Teacher,2612543
18630,R035,2022,Leadership,322425
18631,R035,2022,Paraprofessionals,671323
18632,R035,2022,Teacher,2505131
18633,R035,2023,Leadership,338028
18634,R035,2023,Paraprofessionals,852663
18635,R035,2023,Teacher,2526896
18636,R036,2018,Leadership,319882
18637,R036,2018,Paraprofessionals,1441254
18638,R036,2018,Teacher,5975543
18639,R036,2019,Leadership,399772
18640,R036,2019,Paraprofessionals,1847451
18641,R036,2019,Teacher,5971501
18642,R036,2020,Leadership,409752
18643,R036,2020,Paraprofessionals,2156718
18644,R036,2020,Teacher,6030449
18645,R036,2021,Leadership,433788
18646,R036,2021,Paraprofessionals,1699895
18647,R036,2021,Teacher,5723780
18648,R036,2022,Leadership,438406
18649,R036,2022,Paraprofessionals,1551753
18650,R036,2022,Teacher,5636344
18651,R036,2023,Leadership,366393
18652,R036,2023,Paraprofessionals,1778534
18653,R036,2023,Teacher,5773541
18654,R037,2018,Leadership,510093
18655,R037,2018,Paraprofessionals,6105292
18656,R037,2018,Teacher,510186
18657,R037,2019,Leadership,602399
18658,R037,2019,Paraprofessionals,6504233
18659,R037,2019,Teacher,1619274
18660,R037,2020,Leadership,722015
18661,R037,2020,Paraprofessionals,7532525
18662,R037,2020,Teacher,2487189
18663,R037,2021,Leadership,695372
18664,R037,2021,Paraprofessionals,8328732
18665,R037,2021,Teacher,2064955
18666,R037,2022,Leadership,798520
18667,R037,2022,Paraprofessionals,7982088
18668,R037,2022,Teacher,2468633
18669,R037,2023,Leadership,838673
18670,R037,2023,Paraprofessionals,8956017
18671,R037,2023,Teacher,2984731
18672,R038,2018,Leadership,261943
18673,R038,2018,Paraprofessionals,430900
18674,R038,2018,Teacher,2556624
18675,R038,2019,Leadership,273552
18676,R038,2019,Paraprofessionals,429786
18677,R038,2019,Teacher,2752326
18678,R038,2020,Leadership,276216
18679,R038,2020,Paraprofessionals,727549
